Date,Open,High,Low,Close,Adj Close,Volume
2023-08-15,7.340000152587891,7.360000133514404,6.940000057220459,7.039999961853027,7.039999961853027,8418900
2023-08-16,6.989999771118164,7.099999904632568,6.909999847412109,6.960000038146973,6.960000038146973,5760200
2023-08-17,6.989999771118164,7.019999980926514,6.78000020980835,6.820000171661377,6.820000171661377,6976700
2023-08-18,6.699999809265137,6.931000232696533,6.679999828338623,6.820000171661377,6.820000171661377,5891600
2023-08-21,6.889999866485596,6.989999771118164,6.730000019073486,6.920000076293945,6.920000076293945,4491300
2023-08-22,7.03000020980835,7.070000171661377,6.699999809265137,6.820000171661377,6.820000171661377,4755900
2023-08-23,6.760000228881836,6.925000190734863,6.710000038146973,6.840000152587891,6.840000152587891,4356500
2023-08-24,6.869999885559082,6.885000228881836,6.630000114440918,6.710000038146973,6.710000038146973,4219100
2023-08-25,6.739999771118164,6.945000171661377,6.690000057220459,6.909999847412109,6.909999847412109,4524700
2023-08-28,7.0,7.041999816894531,6.820000171661377,6.860000133514404,6.860000133514404,3511200
2023-08-29,6.789999961853027,7.375,6.760000228881836,7.269999980926514,7.269999980926514,7939400
2023-08-30,7.230000019073486,7.260000228881836,7.059999942779541,7.150000095367432,7.150000095367432,5143200
2023-08-31,7.210000038146973,7.300000190734863,7.090000152587891,7.139999866485596,7.139999866485596,5300200
2023-09-01,7.179999828338623,7.239999771118164,7.03000020980835,7.079999923706055,7.079999923706055,4209600
2023-09-05,7.079999923706055,7.139999866485596,6.909999847412109,7.0,7.0,4043100
2023-09-06,6.940000057220459,7.010000228881836,6.809999942779541,7.0,7.0,3245300
2023-09-07,6.800000190734863,7.005000114440918,6.659999847412109,6.960000038146973,6.960000038146973,4293700
2023-09-08,6.960000038146973,6.96999979019165,6.710000038146973,6.869999885559082,6.869999885559082,3459100
2023-09-11,7.0,7.050000190734863,6.849999904632568,6.929999828338623,6.929999828338623,4321000
2023-09-12,6.860000133514404,7.289999961853027,6.829999923706055,7.070000171661377,7.070000171661377,4714700
2023-09-13,7.03000020980835,7.119999885559082,6.934000015258789,6.980000019073486,6.980000019073486,3560400
2023-09-14,7.039999961853027,7.260000228881836,7.0,7.139999866485596,7.139999866485596,4330500
2023-09-15,7.130000114440918,7.256999969482422,6.875,6.929999828338623,6.929999828338623,7335400
2023-09-18,6.96999979019165,7.215000152587891,6.829999923706055,6.900000095367432,6.900000095367432,7763100
2023-09-19,6.900000095367432,7.114999771118164,6.840000152587891,7.03000020980835,7.03000020980835,6299800
2023-09-20,7.119999885559082,7.136000156402588,6.840000152587891,6.840000152587891,6.840000152587891,4212500
2023-09-21,6.699999809265137,6.710000038146973,6.460000038146973,6.489999771118164,6.489999771118164,5630900
2023-09-22,6.599999904632568,6.670000076293945,6.380000114440918,6.429999828338623,6.429999828338623,3971000
2023-09-25,6.360000133514404,6.539999961853027,6.320000171661377,6.389999866485596,6.389999866485596,2777300
2023-09-26,6.300000190734863,6.474999904632568,6.21999979019165,6.230000019073486,6.230000019073486,3696600
2023-09-27,6.349999904632568,6.449999809265137,6.184999942779541,6.349999904632568,6.349999904632568,4669600
2023-09-28,6.329999923706055,6.570000171661377,6.224999904632568,6.539999961853027,6.539999961853027,4914500
2023-09-29,6.650000095367432,6.900000095367432,6.584000110626221,6.690000057220459,6.690000057220459,4172200
2023-10-02,6.670000076293945,6.730000019073486,6.409999847412109,6.480000019073486,6.480000019073486,3684000
2023-10-03,6.300000190734863,6.414999961853027,6.079999923706055,6.119999885559082,6.119999885559082,6474600
2023-10-04,6.139999866485596,6.539999961853027,6.139999866485596,6.519999980926514,6.519999980926514,5255900
2023-10-05,6.409999847412109,6.479000091552734,6.171000003814697,6.25,6.25,3442700
2023-10-06,6.139999866485596,6.5,6.114999771118164,6.420000076293945,6.420000076293945,3731100
2023-10-09,6.199999809265137,6.369999885559082,6.079999923706055,6.210000038146973,6.210000038146973,3797800
2023-10-10,6.25,6.579999923706055,6.25,6.429999828338623,6.429999828338623,5252500
2023-10-11,6.5,6.590000152587891,6.309999942779541,6.369999885559082,6.369999885559082,3301600
2023-10-12,6.369999885559082,6.380000114440918,6.070000171661377,6.130000114440918,6.130000114440918,4733200
2023-10-13,6.090000152587891,6.179999828338623,6.010000228881836,6.070000171661377,6.070000171661377,4450599
