Date,Open,High,Low,Close,Adj Close,Volume
2023-08-15,11.149999618530273,11.199999809265137,11.0,11.0,11.0,11900
2023-08-16,11.210000038146973,11.770000457763672,11.0,11.069999694824219,11.069999694824219,16900
2023-08-17,11.0600004196167,11.40999984741211,10.899999618530273,11.0,11.0,76500
2023-08-18,10.930000305175781,11.390000343322754,10.899999618530273,10.90999984741211,10.90999984741211,151000
2023-08-21,10.800000190734863,10.800000190734863,10.050000190734863,10.300000190734863,10.300000190734863,10400
2023-08-22,10.5,11.140000343322754,10.430000305175781,10.430000305175781,10.430000305175781,2700
2023-08-23,10.350000381469727,10.8100004196167,10.069999694824219,10.4399995803833,10.4399995803833,2500
2023-08-24,10.399999618530273,12.300000190734863,10.289999961853027,10.920000076293945,10.920000076293945,15500
2023-08-25,11.239999771118164,11.75,11.239999771118164,11.75,11.75,2400
2023-08-28,11.239999771118164,12.0,11.239999771118164,11.800000190734863,11.800000190734863,3300
2023-08-29,11.550000190734863,11.75,11.210000038146973,11.350000381469727,11.350000381469727,1200
2023-08-30,11.300000190734863,11.4399995803833,10.850000381469727,10.850000381469727,10.850000381469727,3000
2023-08-31,9.899999618530273,10.550000190734863,9.850000381469727,10.350000381469727,10.350000381469727,1400
2023-09-01,10.989999771118164,11.0,10.899999618530273,10.899999618530273,10.899999618530273,1500
2023-09-05,11.100000381469727,11.199999809265137,11.0,11.0,11.0,1100
2023-09-06,10.949999809265137,10.949999809265137,10.949999809265137,10.949999809265137,10.949999809265137,400
2023-09-07,11.24899959564209,11.399999618530273,11.130000114440918,11.130000114440918,11.130000114440918,1800
2023-09-08,11.130000114440918,11.130000114440918,11.130000114440918,11.130000114440918,11.130000114440918,0
2023-09-11,11.130000114440918,11.130000114440918,11.130000114440918,11.130000114440918,11.130000114440918,0
2023-09-12,11.130000114440918,11.130000114440918,11.130000114440918,11.130000114440918,11.130000114440918,0
2023-09-13,11.130000114440918,11.130000114440918,11.130000114440918,11.130000114440918,11.130000114440918,0
2023-09-14,10.760000228881836,10.760000228881836,10.699999809265137,10.699999809265137,10.699999809265137,1700
2023-09-15,11.156000137329102,11.65999984741211,11.020000457763672,11.020000457763672,11.020000457763672,500
2023-09-18,11.0600004196167,20.0,11.0600004196167,14.40999984741211,14.40999984741211,168100
2023-09-19,15.15999984741211,19.0,13.100000381469727,15.220000267028809,15.220000267028809,532600
2023-09-20,12.460000038146973,20.350000381469727,12.300000190734863,16.6299991607666,16.6299991607666,513100
2023-09-21,15.220000267028809,17.200000762939453,13.010000228881836,14.800000190734863,14.800000190734863,92000
2023-09-22,14.8100004196167,16.31999969482422,13.920000076293945,16.305999755859375,16.305999755859375,29100
2023-09-25,15.100000381469727,19.489999771118164,14.3100004196167,17.309999465942383,17.309999465942383,48600
2023-09-26,16.5,18.0,15.600000381469727,16.399999618530273,16.399999618530273,19600
2023-09-27,17.510000228881836,17.510000228881836,16.020000457763672,16.25,16.25,5500
2023-09-28,16.5,20.0,16.360000610351562,18.0,18.0,9600
2023-09-29,18.479999542236328,32.900001525878906,17.5,25.979999542236328,25.979999542236328,548300
2023-10-02,23.690000534057617,27.90999984741211,22.0,24.299999237060547,24.299999237060547,81100
2023-10-03,25.489999771118164,26.0,23.020000457763672,23.565000534057617,23.565000534057617,18500
2023-10-04,24.219999313354492,24.65999984741211,20.030000686645508,20.739999771118164,20.739999771118164,58100
2023-10-05,21.139999389648438,21.139999389648438,19.149999618530273,19.260000228881836,19.260000228881836,5000
2023-10-06,17.90999984741211,19.299999237060547,15.90999984741211,15.90999984741211,15.90999984741211,19200
2023-10-09,16.110000610351562,16.5,15.00100040435791,15.199999809265137,15.199999809265137,19400
2023-10-10,14.5,15.0,14.020000457763672,14.970000267028809,14.970000267028809,7800
2023-10-11,15.25,22.1200008392334,15.25,16.8700008392334,16.8700008392334,48000
2023-10-12,16.520000457763672,18.170000076293945,15.600000381469727,15.649999618530273,15.649999618530273,8200
2023-10-13,14.699999809265137,15.510000228881836,14.699999809265137,15.220000267028809,15.220000267028809,2372
