Date,Open,High,Low,Close,Adj Close,Volume
2023-08-15,2.9000000953674316,2.990000009536743,2.549999952316284,2.740000009536743,2.740000009536743,74600
2023-08-16,2.7799999713897705,2.880000114440918,2.5510001182556152,2.700000047683716,2.700000047683716,60200
2023-08-17,2.5999999046325684,2.700000047683716,2.569999933242798,2.5799999237060547,2.5799999237060547,17300
2023-08-18,2.549999952316284,2.5759999752044678,2.1510000228881836,2.2300000190734863,2.2300000190734863,81700
2023-08-21,2.200000047683716,2.3499999046325684,1.600000023841858,1.8200000524520874,1.8200000524520874,127100
2023-08-22,2.0899999141693115,2.2139999866485596,1.8589999675750732,2.1519999504089355,2.1519999504089355,29400
2023-08-23,2.009999990463257,2.0899999141693115,1.850000023841858,2.0769999027252197,2.0769999027252197,20300
2023-08-24,2.069999933242798,2.069999933242798,1.7999999523162842,2.068000078201294,2.068000078201294,21300
2023-08-25,1.9800000190734863,2.200000047683716,1.850000023841858,2.190000057220459,2.190000057220459,22700
2023-08-28,2.069999933242798,2.109999895095825,1.909999966621399,2.0399999618530273,2.0399999618530273,21600
2023-08-29,2.009999990463257,2.325000047683716,1.8300000429153442,2.309999942779541,2.309999942779541,33800
2023-08-30,2.180000066757202,3.3299999237060547,2.0199999809265137,2.7890000343322754,2.7890000343322754,53400
2023-08-31,2.880000114440918,2.880000114440918,2.369999885559082,2.369999885559082,2.369999885559082,25200
2023-09-01,2.509999990463257,2.9800000190734863,2.190000057220459,2.509999990463257,2.509999990463257,116700
2023-09-05,2.5399999618530273,2.5399999618530273,2.0399999618530273,2.0999999046325684,2.0999999046325684,48200
2023-09-06,2.1700000762939453,2.430000066757202,2.130000114440918,2.140000104904175,2.140000104904175,90100
2023-09-07,2.2200000286102295,2.369999885559082,2.065000057220459,2.2300000190734863,2.2300000190734863,61800
2023-09-08,2.3399999141693115,2.3570001125335693,2.109999895095825,2.319000005722046,2.319000005722046,38100
2023-09-11,2.2899999618530273,2.4100000858306885,2.111999988555908,2.2149999141693115,2.2149999141693115,18300
2023-09-12,2.2899999618530273,2.5999999046325684,2.119999885559082,2.180000066757202,2.180000066757202,41300
2023-09-13,2.190000057220459,2.2200000286102295,2.049999952316284,2.200000047683716,2.200000047683716,27400
2023-09-14,2.180000066757202,2.240000009536743,2.069999933242798,2.069999933242798,2.069999933242798,25900
2023-09-15,2.1600000858306885,2.200000047683716,1.8799999952316284,1.940000057220459,1.940000057220459,28500
2023-09-18,1.9600000381469727,2.2799999713897705,1.725000023841858,1.7999999523162842,1.7999999523162842,19000
2023-09-19,1.7999999523162842,1.809999942779541,1.75,1.75,1.75,4000
2023-09-20,1.7599999904632568,1.7899999618530273,1.6740000247955322,1.6799999475479126,1.6799999475479126,5400
2023-09-21,1.690000057220459,2.069999933242798,1.690000057220459,1.850000023841858,1.850000023841858,25000
2023-09-22,1.8700000047683716,2.3949999809265137,1.8700000047683716,1.909000039100647,1.909000039100647,18200
2023-09-25,1.899999976158142,2.0299999713897705,1.8600000143051147,1.9800000190734863,1.9800000190734863,4600
2023-09-26,2.0,2.0199999809265137,1.2000000476837158,1.4500000476837158,1.4500000476837158,49900
2023-09-27,1.5,1.5700000524520874,1.0199999809265137,1.1399999856948853,1.1399999856948853,65000
2023-09-28,1.1399999856948853,1.2300000190734863,1.059999942779541,1.1150000095367432,1.1150000095367432,31400
2023-09-29,1.2000000476837158,1.2000000476837158,1.0,1.1299999952316284,1.1299999952316284,35900
2023-10-02,1.190000057220459,1.190000057220459,1.0449999570846558,1.0700000524520874,1.0700000524520874,13200
2023-10-03,0.949999988079071,1.2000000476837158,0.8790000081062317,0.9649999737739563,0.9649999737739563,22800
2023-10-04,1.0,1.0,0.9729999899864197,0.9819999933242798,0.9819999933242798,2900
2023-10-05,0.949999988079071,1.125,0.949999988079071,0.949999988079071,0.949999988079071,5600
2023-10-06,1.0099999904632568,1.0399999618530273,0.9290000200271606,1.0,1.0,1600
2023-10-09,1.0299999713897705,1.0299999713897705,0.9319999814033508,0.9490000009536743,0.9490000009536743,5100
2023-10-10,0.9049999713897705,0.9049999713897705,0.765999972820282,0.7699999809265137,0.7699999809265137,27900
2023-10-11,0.8769999742507935,0.9169999957084656,0.753000020980835,0.7950000166893005,0.7950000166893005,11400
2023-10-12,0.7649999856948853,0.7649999856948853,0.6100000143051147,0.7310000061988831,0.7310000061988831,27600
2023-10-13,0.7574999928474426,0.7574999928474426,0.6251000165939331,0.6769999861717224,0.6769999861717224,7843
