Datetime,Open,High,Low,Close,Adj Close,Volume
2023-08-15 09:30:00-04:00,6.570000171661377,6.739999771118164,6.25,6.291999816894531,6.291999816894531,411854
2023-08-15 10:30:00-04:00,6.304500102996826,6.400000095367432,6.050000190734863,6.150000095367432,6.150000095367432,239951
2023-08-15 11:30:00-04:00,6.149899959564209,6.25,6.070499897003174,6.099999904632568,6.099999904632568,179258
2023-08-15 12:30:00-04:00,6.110000133514404,6.139999866485596,5.909999847412109,6.1057000160217285,6.1057000160217285,238980
2023-08-15 13:30:00-04:00,6.090000152587891,6.230000019073486,6.050000190734863,6.159999847412109,6.159999847412109,77480
2023-08-15 14:30:00-04:00,6.190000057220459,6.335999965667725,6.119999885559082,6.199999809265137,6.199999809265137,89971
2023-08-15 15:30:00-04:00,6.199999809265137,6.389999866485596,6.159999847412109,6.25,6.25,130067
2023-08-16 09:30:00-04:00,6.090000152587891,6.1697001457214355,5.849999904632568,5.900000095367432,5.900000095367432,254058
2023-08-16 10:30:00-04:00,5.900000095367432,5.949999809265137,5.679999828338623,5.78000020980835,5.78000020980835,265899
2023-08-16 11:30:00-04:00,5.789999961853027,5.849999904632568,5.750100135803223,5.760000228881836,5.760000228881836,78476
2023-08-16 12:30:00-04:00,5.769999980926514,5.800000190734863,5.680099964141846,5.710000038146973,5.710000038146973,56169
2023-08-16 13:30:00-04:00,5.760000228881836,5.800000190734863,5.679999828338623,5.730000019073486,5.730000019073486,48724
2023-08-16 14:30:00-04:00,5.730000019073486,5.769999980926514,5.639999866485596,5.700099945068359,5.700099945068359,90544
2023-08-16 15:30:00-04:00,5.710000038146973,5.75,5.599999904632568,5.610000133514404,5.610000133514404,88789
2023-08-17 09:30:00-04:00,5.650000095367432,5.900000095367432,5.570000171661377,5.625,5.625,241837
2023-08-17 10:30:00-04:00,5.570000171661377,5.579999923706055,5.270199775695801,5.400000095367432,5.400000095367432,286828
2023-08-17 11:30:00-04:00,5.409999847412109,5.75,5.409999847412109,5.739999771118164,5.739999771118164,112405
2023-08-17 12:30:00-04:00,5.680099964141846,5.75,5.590000152587891,5.620100021362305,5.620100021362305,55642
2023-08-17 13:30:00-04:00,5.619999885559082,5.779900074005127,5.600100040435791,5.699999809265137,5.699999809265137,34020
2023-08-17 14:30:00-04:00,5.739999771118164,5.739999771118164,5.599999904632568,5.659999847412109,5.659999847412109,47512
2023-08-17 15:30:00-04:00,5.659999847412109,5.670000076293945,5.519999980926514,5.53000020980835,5.53000020980835,64557
2023-08-18 09:30:00-04:00,5.360000133514404,5.465000152587891,5.25,5.320000171661377,5.320000171661377,131556
2023-08-18 10:30:00-04:00,5.300000190734863,5.889999866485596,5.230000019073486,5.659999847412109,5.659999847412109,313389
2023-08-18 11:30:00-04:00,5.650000095367432,5.699999809265137,5.46999979019165,5.478799819946289,5.478799819946289,104279
2023-08-18 12:30:00-04:00,5.5,5.639999866485596,5.449999809265137,5.554999828338623,5.554999828338623,54028
2023-08-18 13:30:00-04:00,5.53879976272583,5.545000076293945,5.485799789428711,5.539999961853027,5.539999961853027,12841
2023-08-18 14:30:00-04:00,5.510000228881836,5.619999885559082,5.429999828338623,5.460000038146973,5.460000038146973,50833
2023-08-18 15:30:00-04:00,5.460000038146973,5.5,5.449999809265137,5.5,5.5,66677
2023-08-21 09:30:00-04:00,5.360000133514404,5.529900074005127,5.25,5.460000038146973,5.460000038146973,167364
2023-08-21 10:30:00-04:00,5.480000019073486,5.539999961853027,5.380000114440918,5.389999866485596,5.389999866485596,42993
2023-08-21 11:30:00-04:00,5.400000095367432,5.590000152587891,5.380000114440918,5.570000171661377,5.570000171661377,85882
2023-08-21 12:30:00-04:00,5.565000057220459,5.650000095367432,5.519999980926514,5.550000190734863,5.550000190734863,66085
2023-08-21 13:30:00-04:00,5.513299942016602,5.550000190734863,5.38129997253418,5.460000038146973,5.460000038146973,72490
2023-08-21 14:30:00-04:00,5.460000038146973,5.579899787902832,5.320000171661377,5.375,5.375,121883
2023-08-21 15:30:00-04:00,5.369999885559082,5.389999866485596,5.289999961853027,5.329999923706055,5.329999923706055,70511
2023-08-22 09:30:00-04:00,5.139999866485596,5.639999866485596,5.130000114440918,5.550000190734863,5.550000190734863,275441
2023-08-22 10:30:00-04:00,5.53000020980835,5.75,5.409999847412109,5.747600078582764,5.747600078582764,225629
2023-08-22 11:30:00-04:00,5.730000019073486,5.889999866485596,5.619999885559082,5.749899864196777,5.749899864196777,247381
2023-08-22 12:30:00-04:00,5.699999809265137,5.739999771118164,5.579999923706055,5.639900207519531,5.639900207519531,83226
2023-08-22 13:30:00-04:00,5.629700183868408,5.724999904632568,5.460599899291992,5.675000190734863,5.675000190734863,89333
2023-08-22 14:30:00-04:00,5.690000057220459,5.800000190734863,5.630000114440918,5.730000019073486,5.730000019073486,163264
2023-08-22 15:30:00-04:00,5.739999771118164,5.75,5.699999809265137,5.739999771118164,5.739999771118164,155022
2023-08-23 09:30:00-04:00,5.619999885559082,6.099999904632568,5.599999904632568,5.933000087738037,5.933000087738037,386671
2023-08-23 10:30:00-04:00,5.981100082397461,6.259900093078613,5.900100231170654,6.190000057220459,6.190000057220459,316599
2023-08-23 11:30:00-04:00,6.191199779510498,6.199999809265137,5.699999809265137,5.829899787902832,5.829899787902832,332951
2023-08-23 12:30:00-04:00,5.840000152587891,5.859899997711182,5.619999885559082,5.710000038146973,5.710000038146973,84314
2023-08-23 13:30:00-04:00,5.690000057220459,5.699999809265137,5.550000190734863,5.563899993896484,5.563899993896484,113131
2023-08-23 14:30:00-04:00,5.579999923706055,5.619999885559082,5.449999809265137,5.480000019073486,5.480000019073486,125690
2023-08-23 15:30:00-04:00,5.489999771118164,5.550000190734863,5.440000057220459,5.494999885559082,5.494999885559082,114911
2023-08-24 09:30:00-04:00,5.5,5.670000076293945,5.25,5.394999980926514,5.394999980926514,236158
2023-08-24 10:30:00-04:00,5.418000221252441,5.519999980926514,5.370100021362305,5.420000076293945,5.420000076293945,91681
2023-08-24 11:30:00-04:00,5.410099983215332,5.579999923706055,5.360000133514404,5.539999961853027,5.539999961853027,63403
2023-08-24 12:30:00-04:00,5.539999961853027,5.550000190734863,5.440000057220459,5.449999809265137,5.449999809265137,36941
2023-08-24 13:30:00-04:00,5.440100193023682,5.448999881744385,5.369999885559082,5.427599906921387,5.427599906921387,15993
