Datetime,Open,High,Low,Close,Adj Close,Volume
2023-08-15 09:30:00-04:00,3.2300000190734863,3.2300000190734863,3.2300000190734863,3.2300000190734863,3.2300000190734863,286
2023-08-15 09:50:00-04:00,3.1700000762939453,3.2072999477386475,3.1700000762939453,3.180000066757202,3.180000066757202,1493
2023-08-15 10:00:00-04:00,3.2899999618530273,3.319999933242798,3.2300000190734863,3.2300000190734863,3.2300000190734863,3344
2023-08-15 10:05:00-04:00,3.25,3.299999952316284,3.240000009536743,3.240000009536743,3.240000009536743,421
2023-08-15 10:25:00-04:00,3.2699999809265137,3.2699999809265137,3.2699999809265137,3.2699999809265137,3.2699999809265137,493
2023-08-15 10:40:00-04:00,3.190000057220459,3.190000057220459,3.190000057220459,3.190000057220459,3.190000057220459,100
2023-08-15 10:45:00-04:00,3.180000066757202,3.180000066757202,3.180000066757202,3.180000066757202,3.180000066757202,120
2023-08-15 10:50:00-04:00,3.2799999713897705,3.2799999713897705,3.2799999713897705,3.2799999713897705,3.2799999713897705,5101
2023-08-15 10:55:00-04:00,3.191999912261963,3.191999912261963,3.190000057220459,3.190000057220459,3.190000057220459,295
2023-08-15 11:00:00-04:00,3.2049999237060547,3.309999942779541,3.200000047683716,3.255000114440918,3.255000114440918,14794
2023-08-15 11:10:00-04:00,3.255000114440918,3.255000114440918,3.2100000381469727,3.2200000286102295,3.2200000286102295,5041
2023-08-15 11:30:00-04:00,3.2841999530792236,3.2841999530792236,3.2841999530792236,3.2841999530792236,3.2841999530792236,269
2023-08-15 11:55:00-04:00,3.259999990463257,3.2699999809265137,3.259999990463257,3.2699999809265137,3.2699999809265137,200
2023-08-15 12:05:00-04:00,3.259999990463257,3.259999990463257,3.259999990463257,3.259999990463257,3.259999990463257,2300
2023-08-15 12:10:00-04:00,3.240000009536743,3.240000009536743,3.240000009536743,3.240000009536743,3.240000009536743,107
2023-08-15 12:20:00-04:00,3.240000009536743,3.240000009536743,3.240000009536743,3.240000009536743,3.240000009536743,200
2023-08-15 12:30:00-04:00,3.2100000381469727,3.2100000381469727,3.2100000381469727,3.2100000381469727,3.2100000381469727,605
2023-08-15 12:45:00-04:00,3.180000066757202,3.180000066757202,3.180000066757202,3.180000066757202,3.180000066757202,500
2023-08-15 12:55:00-04:00,3.174999952316284,3.180000066757202,3.1600000858306885,3.1600000858306885,3.1600000858306885,2003
2023-08-15 13:00:00-04:00,3.180000066757202,3.200000047683716,3.180000066757202,3.1989998817443848,3.1989998817443848,8399
2023-08-15 13:20:00-04:00,3.1547000408172607,3.1547000408172607,3.1547000408172607,3.1547000408172607,3.1547000408172607,1141
2023-08-15 13:45:00-04:00,3.184999942779541,3.184999942779541,3.170099973678589,3.170099973678589,3.170099973678589,462
2023-08-15 13:50:00-04:00,3.1707000732421875,3.1707000732421875,3.0999999046325684,3.130000114440918,3.130000114440918,2860
2023-08-15 13:55:00-04:00,3.1019999980926514,3.1019999980926514,3.0899999141693115,3.0899999141693115,3.0899999141693115,1125
2023-08-15 14:05:00-04:00,3.1001999378204346,3.1001999378204346,3.0999999046325684,3.0999999046325684,3.0999999046325684,300
2023-08-15 14:10:00-04:00,3.100100040435791,3.1001999378204346,3.100100040435791,3.1001999378204346,3.1001999378204346,220
2023-08-15 14:20:00-04:00,3.115000009536743,3.115000009536743,3.0999999046325684,3.0999999046325684,3.0999999046325684,226
2023-08-15 14:30:00-04:00,3.109999895095825,3.1691999435424805,3.0999999046325684,3.109999895095825,3.109999895095825,2649
2023-08-15 14:35:00-04:00,3.109999895095825,3.109999895095825,3.109999895095825,3.109999895095825,3.109999895095825,4526
2023-08-15 14:40:00-04:00,3.130000114440918,3.180000066757202,3.115000009536743,3.180000066757202,3.180000066757202,3577
2023-08-15 14:45:00-04:00,3.1500000953674316,3.1500000953674316,3.1500000953674316,3.1500000953674316,3.1500000953674316,612
2023-08-15 14:55:00-04:00,3.200000047683716,3.200000047683716,3.1500000953674316,3.1500000953674316,3.1500000953674316,1320
2023-08-15 15:10:00-04:00,3.1500000953674316,3.1500000953674316,3.1500000953674316,3.1500000953674316,3.1500000953674316,215
2023-08-15 15:35:00-04:00,3.1500000953674316,3.1500000953674316,3.119999885559082,3.119999885559082,3.119999885559082,1835
2023-08-15 15:40:00-04:00,3.1549999713897705,3.1600000858306885,3.140000104904175,3.140000104904175,3.140000104904175,5802
2023-08-15 15:45:00-04:00,3.1500000953674316,3.1500000953674316,3.0999999046325684,3.119999885559082,3.119999885559082,7968
2023-08-15 15:50:00-04:00,3.140000104904175,3.180000066757202,3.119999885559082,3.180000066757202,3.180000066757202,5088
